,bike_price,km_driven,make_year,bike_name,bike_model,bike_address,state
2068,"₹ 11,000","45,000 km",2006,Bajaj,Pulsar,"Chowdi Basti, Ranchi, Jharkhand",Jharkhand
2069,"₹ 55,000","51,000 km",2013,Hero,Passion,"Namda Basti, Jamshedpur, Jharkhand",Jharkhand
2070,"₹ 1,10,000","15,500 km",2018,Yamaha,YZF R,"Railway Colony, Bokaro Steel City, Jharkhand",Jharkhand
2071,"₹ 1,50,000","20,000 km",2017,Royal Enfield,Classic,"Jhounsagari, Deoghar, Jharkhand",Jharkhand
2072,"₹ 1,10,000","27,000 km",2019,Bajaj,Pulsar,"Bari Nagar, Jamshedpur, Jharkhand",Jharkhand
2073,"₹ 35,000","36,000 km",2010,Hero,Splendor,"Sukurhuttu, Kanke, Jharkhand",Jharkhand
2074,"₹ 49,999","50,000 km",2015,TVS,Apache RTR,"Sector 6D, Bokaro Steel City, Jharkhand",Jharkhand
2075,"₹ 13,500","65,000 km",2005,Bajaj,Pulsar,"Lower Rajbadi Mohalla, Jharia Khas, Jharkhand",Jharkhand
2076,"₹ 33,500","57,773 km",2013,Hero,Splendor,"Pachamba, Giridih, Jharkhand",Jharkhand
2077,"₹ 50,000","95,000 km",2016,Hero,Others,"Anandpuri, Pakaur, Jharkhand",Jharkhand
2078,"₹ 45,000","40,000 km",2010,Hero Honda,Karizma,"Mugadighia, Danguwapasi, Jharkhand",Jharkhand
2079,"₹ 38,000","22,000 km",2017,Bajaj,Others,"Naya Bazar, Dhanbad, Jharkhand",Jharkhand
2080,"₹ 1,35,000","9,503 km",2019,Other Brands,Others,"Tripathi Colony, Ranchi, Jharkhand",Jharkhand
2081,"₹ 2,40,000","4,800 km",2018,KTM,390 Duke ABS,"Jawarhar Nagar, Jamshedpur, Jharkhand",Jharkhand
2082,"₹ 1,20,000","19,251 km",2015,Other Brands,Others,"Lalpur, Ranchi, Jharkhand",Jharkhand
2083,"₹ 12,000","33,000 km",2000,Suzuki,Others,"Ambedkar Nagar, Mihijam, Jharkhand",Jharkhand
2084,"₹ 30,000","58,000 km",2011,TVS,Star City Plus,"Sector 4, Bokaro Steel City, Jharkhand",Jharkhand
2085,"₹ 45,000","50,000 km",2015,Hero,Passion,"Majhitola, Jamshedpur, Jharkhand",Jharkhand
2086,"₹ 69,500","7,700 km",2018,Bajaj,Pulsar,"Karma, Irba, Jharkhand",Jharkhand
2087,"₹ 90,000","24,000 km",2020,TVS,Apache RTR,"Daltonganj Industrial Area, Daltonganj, Jharkhand",Jharkhand
2088,"₹ 1,10,000","27,000 km",2019,Bajaj,Pulsar,"Bari Nagar, Jamshedpur, Jharkhand",Jharkhand
2089,"₹ 35,000","50,000 km",2010,Hero,Splendor,"Azadnagar, Bhuli, Jharkhand",Jharkhand
2090,"₹ 5,000","100,000 km",2000,Other Brands,Others,"Velatanr, Dhanbad, Jharkhand",Jharkhand
2091,"₹ 12,000","50,000 km",2012,Hero,CD 100,"Pelawal, Palawa, Jharkhand",Jharkhand
2092,"₹ 50,000","34,000 km",2011,Bajaj,Pulsar,"Kuradih, Jasidih, Jharkhand",Jharkhand
2093,"₹ 30,000","60,000 km",2009,Hero,Passion,"Jharkhan Colony, Jamshedpur, Jharkhand",Jharkhand
2094,"₹ 60,000",38 km,2018,Bajaj,Pulsar,"Adityapur Industrial Area Phase 5, Jamshedpur, Jharkhand",Jharkhand
2095,"₹ 25,600",45 km,2015,Bajaj,Pulsar,"Zakim Nagar, Jamshedpur, Jharkhand",Jharkhand
2096,"₹ 80,000","21,234 km",2018,Bajaj,Pulsar,"Sakchi, Jamshedpur, Jharkhand",Jharkhand
2097,"₹ 41,990","27,500 km",2011,Hero Honda,Others,"Baridih, Jamshedpur, Jharkhand",Jharkhand
2098,"₹ 45,000","25,000 km",2004,Royal Enfield,Others,"Ramnagar, Jamshedpur, Jharkhand",Jharkhand
2099,"₹ 1,80,000","4,699 km",2021,Royal Enfield,Classic,"New Latma, Ranchi, Jharkhand",Jharkhand
2100,"₹ 35,000","80,000 km",2012,Bajaj,Avenger,"Makhdumpur, Bokaro Steel City, Jharkhand",Jharkhand
2101,"₹ 45,000","45,000 km",2014,Bajaj,Pulsar,"Krishna Nagar, Mihijam, Jharkhand",Jharkhand
2102,"₹ 33,000","59,270 km",2011,Honda,Others,"Sasang, Latehar, Jharkhand",Jharkhand
2103,"₹ 20,000",70 km,2008,Hero Honda,Deluxe,"Chandwe, Ranchi, Jharkhand",Jharkhand
2104,"₹ 45,000","58,000 km",2009,Yamaha,Fazer,"Harmu Colony, Ranchi, Jharkhand",Jharkhand
2105,"₹ 85,000","10,000 km",2020,TVS,Apache RTR,"Sarovar Nagar, Ranchi, Jharkhand",Jharkhand
2106,"₹ 65,000","28,000 km",2017,TVS,Apache RTR,"Muram Kalan, Ramgarh Cantonment, Jharkhand",Jharkhand
2107,"₹ 28,000","50,000 km",2010,Bajaj,Pulsar,"Pathalkudwa, Ranchi, Jharkhand",Jharkhand
2108,"₹ 67,000","14,000 km",2017,Bajaj,Pulsar,"Salgajhari, Jamshedpur, Jharkhand",Jharkhand
2109,"₹ 40,000","27,000 km",2014,Hero,CBZ,"Harindanga Bazar, Pakaur, Jharkhand",Jharkhand
2110,"₹ 45,000","26,000 km",2014,Yamaha,FZS,"Namkam, Ranchi, Jharkhand",Jharkhand
2111,"₹ 40,000","31,000 km",2016,Hero,Passion,"Lower Rajbadi Mohalla, Jharia Khas, Jharkhand",Jharkhand
2112,"₹ 45,000","40,000 km",2017,Yamaha,Saluto,"Argora, Ranchi, Jharkhand",Jharkhand
2113,"₹ 40,000","100,060 km",2016,Hero,Splendor,"Sector 8, Bokaro Steel City, Jharkhand",Jharkhand
2114,"₹ 79,000",600 km,2021,Hero,Passion,"Tongritoli, Ranchi, Jharkhand",Jharkhand
2115,"₹ 2,05,000","16,000 km",2015,Other Brands,Others,"Railway Colony, Bokaro Steel City, Jharkhand",Jharkhand
2116,"₹ 50,000","27,000 km",2019,Bajaj,Pulsar,"Sukurhuttu, Kanke, Jharkhand",Jharkhand
2117,"₹ 85,000","2,000 km",2021,Honda,Others,"Kumar Chowk, Jamshedpur, Jharkhand",Jharkhand
2118,"₹ 25,000","43,500 km",2014,Bajaj,Discover,"Jiyalgarh, Jamadoba, Jharkhand",Jharkhand
2119,"₹ 36,999","40,000 km",2015,Bajaj,Pulsar,"Azad Nagar, Jamshedpur, Jharkhand",Jharkhand
2120,"₹ 1,40,000","36,410 km",2017,Royal Enfield,Bullet,"Lohardagga, Lohardaga, Jharkhand",Jharkhand
2121,"₹ 68,000","18,000 km",2018,Bajaj,Pulsar,"Muram Kalan, Ramgarh Cantonment, Jharkhand",Jharkhand
2122,"₹ 30,000","70,000 km",2013,Hero,CBZ,"Sitaramdera, Jamshedpur, Jharkhand",Jharkhand
2123,"₹ 42,000","21,000 km",2015,Suzuki,Gixxer,"Ritudih, Bokaro Steel City, Jharkhand",Jharkhand
2124,"₹ 21,500",70 km,2010,Bajaj,Others,"Kuldiha, Giridih, Jharkhand",Jharkhand
2125,"₹ 32,999","17,000 km",2018,TVS,Apache RTR,"Prems Colony, Bokaro Steel City, Jharkhand",Jharkhand
2126,"₹ 76,000","35,000 km",2018,Yamaha,YZF R,"Tupudana, Ranchi, Jharkhand",Jharkhand
2127,"₹ 1,10,000","10,187 km",2020,Bajaj,Pulsar,"Booty, Ranchi, Jharkhand",Jharkhand
2128,"₹ 67,000","30,000 km",2017,Bajaj,Pulsar,"Sector 9, Bokaro Steel City, Jharkhand",Jharkhand
2129,"₹ 1,20,000","85,000 km",2019,Yamaha,Others,"Bagunnagar, Jamshedpur, Jharkhand",Jharkhand
2130,"₹ 47,000","44,000 km",2017,Bajaj,Avenger,"Nezam Nagar, Ranchi, Jharkhand",Jharkhand
2131,"₹ 28,000","35,000 km",2007,Bajaj,Discover,"Sidraul, Ray, Jharkhand",Jharkhand
2132,"₹ 23,500","9,500 km",2019,Hero,Splendor,"Burma Mines Colony, Jamshedpur, Jharkhand",Jharkhand
2133,"₹ 2,05,000","2,406 km",2020,KTM,RC,"Dibdih, Ranchi, Jharkhand",Jharkhand
2134,"₹ 25,000","44,000 km",2009,Bajaj,Pulsar,"Sector 1, Bokaro Steel City, Jharkhand",Jharkhand
2135,"₹ 1,08,000","12,000 km",2018,Yamaha,YZF R,"South Park, Jamshedpur, Jharkhand",Jharkhand
2136,"₹ 60,000","61,000 km",2014,Bajaj,Pulsar,"Goshala, Sindri, Jharkhand",Jharkhand
2137,"₹ 28,000","30,000 km",2010,Yamaha,Fazer,"Rajganj, Rajbhita, Jharkhand",Jharkhand
2138,"₹ 70,000","11,000 km",2020,Bajaj,Pulsar,"Argora Housing Colony, Ranchi, Jharkhand",Jharkhand
2139,"₹ 25,000","45,540 km",2010,Bajaj,Pulsar,"Jhumri, Jhumri Tilaiya, Jharkhand",Jharkhand
2140,"₹ 40,000","29,707 km",2011,Hero,Splendor,"Vijay Nagar, Ranchi, Jharkhand",Jharkhand
2141,"₹ 47,000","45,000 km",2017,Bajaj,Avenger,"Line Mohalla, Ranchi, Jharkhand",Jharkhand
2142,"₹ 1,15,000","30,000 km",2018,Royal Enfield,Classic,"Sirsi No 2, Hazaribagh, Jharkhand",Jharkhand
2143,"₹ 22,000","70,000 km",2011,Bajaj,Discover,"Teldih, Bokaro Steel City, Jharkhand",Jharkhand
2144,"₹ 65,000","16,300 km",2018,Honda,CB,"Albert Ekka Chowk, Ranchi, Jharkhand",Jharkhand
2145,"₹ 1,00,000","7,500 km",2020,TVS,Apache RTR,"Ghorbad, Telodih, Jharkhand",Jharkhand
2146,"₹ 1,35,485","12,452 km",2019,KTM,RC,"Hirapur, Dhanbad, Jharkhand",Jharkhand
2147,"₹ 35,000","26,320 km",2011,Honda,CB,"Swarnarekha Nagar, Ranchi, Jharkhand",Jharkhand
2148,"₹ 85,000","52,000 km",2013,Royal Enfield,Bullet,"Shivaji Nagar, Ranchi, Jharkhand",Jharkhand
2149,"₹ 1,50,000","5,900 km",2017,Royal Enfield,Continental GT,"Susnilewa, Dhanbad, Jharkhand",Jharkhand
2150,"₹ 48,999","18,000 km",2020,Bajaj,Platina,"Sirsi, Hazaribagh, Jharkhand",Jharkhand
2151,"₹ 1,40,000","10,000 km",2019,Royal Enfield,Bullet,"Harhurvatola, Daltonganj, Jharkhand",Jharkhand
2152,"₹ 1,30,000","3,000 km",2019,KTM,RC,"Nonidih, Jorapokhar, Jharkhand",Jharkhand
2153,"₹ 25,000",0 km,2021,Other Brands,Others,"Matkuria, Dhanbad, Jharkhand",Jharkhand
2154,"₹ 1,45,000","4,700 km",2021,Bajaj,Pulsar,"Nimdih, Chaibasa, Jharkhand",Jharkhand
2155,"₹ 75,000","30,200 km",2018,Bajaj,Avenger,"Mango, Jamshedpur, Jharkhand",Jharkhand
2156,"₹ 40,000","22,000 km",2013,Bajaj,Pulsar,"Zakim Nagar, Jamshedpur, Jharkhand",Jharkhand
2157,"₹ 35,000",0 km,2011,Bajaj,Pulsar,"Mahulsai, Chaibasa, Jharkhand",Jharkhand
2158,"₹ 62,000","16,000 km",2021,Honda,Others,"Bhelatonr, Dhanbad, Jharkhand",Jharkhand
2159,"₹ 1,48,999","6,165 km",2021,Bajaj,Others,"Dhumsatoli, Ranchi, Jharkhand",Jharkhand
2160,"₹ 42,000","19,000 km",2018,Bajaj,Platina,"Anandpuri, Pakaur, Jharkhand",Jharkhand
2161,"₹ 35,000","24,300 km",2011,Hero Honda,CBZ,"Sonari, Jamshedpur, Jharkhand",Jharkhand
2162,"₹ 1,60,000","2,400 km",2021,Royal Enfield,Bullet,"Nimdih, Chaibasa, Jharkhand",Jharkhand
2163,"₹ 35,000","21,000 km",2013,Honda,CB,"Tiril Basti, Ranchi, Jharkhand",Jharkhand
2164,"₹ 1,08,000","30,216 km",2016,Royal Enfield,Bullet,"Adityapur, Jharkhand, India",Jharkhand
2165,"₹ 37,000",0 km,2010,Bajaj,Pulsar,"Bagbera, Jamshedpur, Jharkhand",Jharkhand
2166,"₹ 95,000","36,000 km",2013,Royal Enfield,Thunderbird,"Kishor Ganj, Ranchi, Jharkhand",Jharkhand
2167,"₹ 35,000","70,000 km",2011,Yamaha,FZS,"Bistupur, Jamshedpur, Jharkhand",Jharkhand
2168,"₹ 1,25,000","10,196 km",2018,Royal Enfield,Bullet,"NIFFT Colony, Ranchi, Jharkhand",Jharkhand
2169,"₹ 75,000",70 km,2021,Hero,Splendor,"Heriajam, Nirsa, Jharkhand",Jharkhand
2170,"₹ 90,000","2,000 km",2021,Bajaj,Pulsar,"Baridih Basti, Jamshedpur, Jharkhand",Jharkhand
2171,"₹ 1,65,000","5,000 km",2021,Yamaha,Others,"Pindergaria, Bokaro Steel City, Jharkhand",Jharkhand
2172,"₹ 62,000","23,700 km",2017,Bajaj,Pulsar,"Kokar, Ranchi, Jharkhand",Jharkhand
2173,"₹ 89,999","9,300 km",2020,TVS,Apache RTR,"Kumhar Toll, Hazaribagh, Jharkhand",Jharkhand
2174,"₹ 38,500","50,000 km",2009,Yamaha,FZS,"Chas, Jharkhand, India",Jharkhand
2175,"₹ 30,000","82,500 km",2008,Hero Honda,Glamour,"Mango, Jamshedpur, Jharkhand",Jharkhand
2176,"₹ 14,000",70 km,2005,Hero Honda,Passion,"Alargo, Phusro, Jharkhand",Jharkhand
2177,"₹ 30,000","13,000 km",2019,Hero,Glamour,"Parasbaniya, Sindri, Jharkhand",Jharkhand
2178,"₹ 55,000","45,833 km",2014,Bajaj,Pulsar,"Bachra, Jharkhand, India",Jharkhand
2179,"₹ 79,500","20,000 km",2019,TVS,Apache RTR,"Bariyatu, Ranchi, Jharkhand",Jharkhand
2180,"₹ 55,000","21,000 km",2019,Hero,Super Splendor,"Virat Nagar, Ranchi, Jharkhand",Jharkhand
2181,"₹ 35,000","28,000 km",2014,TVS,Star Sport,"Kitadih, Jamshedpur, Jharkhand",Jharkhand
2182,"₹ 45,000","28,000 km",2017,Honda,Others,"Jabra, Hazaribagh, Jharkhand",Jharkhand
2183,"₹ 2,00,000","40,000 km",2018,Royal Enfield,Classic,"Birsa Nagar, Ranchi, Jharkhand",Jharkhand
2184,"₹ 28,000","22,000 km",2009,Honda,CB,"Vishnupuri, Hazaribagh, Jharkhand",Jharkhand
2185,,,,,,,Jharkhand
2186,"₹ 1,55,000","14,000 km",2019,KTM,RC,"Modini Nagar, Daltonganj, Jharkhand",Jharkhand
2187,"₹ 80,000","8,500 km",2020,Bajaj,Pulsar,"Hamidganj, Daltonganj, Jharkhand",Jharkhand
2188,"₹ 86,000","17,500 km",2018,TVS,Apache RTR,"Tetariadih, Domchanch, Jharkhand",Jharkhand
2189,"₹ 11,100",0 km,2005,Other Brands,Others,"Dhansar, Dhanbad, Jharkhand",Jharkhand
2190,"₹ 25,000","8,000 km",2020,Hero,Splendor,"Hariharpur, Jharkhand, India",Jharkhand
2191,"₹ 22,997","14,300 km",2017,TVS,Apache RTR,"Gauripur, Borio, Jharkhand",Jharkhand
2192,"₹ 60,000",50 km,2018,Hero,Glamour,"Ratanpur, Barharwa, Jharkhand",Jharkhand
2193,"₹ 72,000","34,000 km",2018,Honda,CB,"Jaridih, Giridih, Jharkhand",Jharkhand
2194,"₹ 30,000","90,000 km",2010,Bajaj,Pulsar,"Birsanagar, Jamshedpur, Jharkhand",Jharkhand
2195,"₹ 80,000","24,200 km",2019,TVS,Apache RTR,"Chhemuhan, Daltonganj, Jharkhand",Jharkhand
2196,"₹ 1,32,000","8,000 km",2019,Royal Enfield,Classic,"Lohardagga, Lohardaga, Jharkhand",Jharkhand
2197,"₹ 1,20,000","5,000 km",2016,Royal Enfield,Classic,"Lohardagga, Lohardaga, Jharkhand",Jharkhand
2198,"₹ 95,000","25,000 km",2019,TVS,Apache RTR,"Anjuman Colony, Ranchi, Jharkhand",Jharkhand
2199,"₹ 32,418","7,000 km",2018,TVS,Apache RTR,"Kherwa Chhit, Basukinath, Jharkhand",Jharkhand
2200,"₹ 34,500","14,300 km",2018,TVS,Apache RTR,"Baglagora, Jamshedpur, Jharkhand",Jharkhand
2201,"₹ 50,000","45,000 km",2014,Bajaj,Pulsar,"Gandhinagar, Ranchi, Jharkhand",Jharkhand
2202,"₹ 32,444","17,000 km",2018,TVS,Apache RTR,"B Type Quarters, Churi, Jharkhand",Jharkhand
2203,"₹ 45,000","32,000 km",2018,Hero,Ignitor,"Adityapur, Jharkhand, India",Jharkhand
2204,"₹ 85,000","33,000 km",2016,Royal Enfield,Thunderbird,"Chas, Bokaro Steel City, Jharkhand",Jharkhand
2205,"₹ 32,000","30,000 km",2014,Honda,Others,"Modini Nagar, Daltonganj, Jharkhand",Jharkhand
2206,"₹ 27,800","16,290 km",2017,TVS,Apache RTR,"Paseripaath, Netarhat, Jharkhand",Jharkhand
2207,"₹ 43,000","30,000 km",2014,Bajaj,Pulsar,"Sanimahala, Jamshedpur, Jharkhand",Jharkhand
2208,"₹ 34,500","14,300 km",2018,TVS,Apache RTR,"Rehla Khurd, Rehla, Jharkhand",Jharkhand
2209,"₹ 73,500","9,000 km",2020,Hero,Glamour,"Bariyatu, Ranchi, Jharkhand",Jharkhand
2210,"₹ 56,000","49,000 km",2014,Bajaj,Pulsar,"Tower Chowk, Gumla, Jharkhand",Jharkhand
2211,"₹ 45,000","25,000 km",2016,Bajaj,Pulsar,"Ratu Chatti, Ratu, Jharkhand",Jharkhand
2212,"₹ 55,000","40,000 km",2018,Yamaha,Others,"Krishna Nagar, Mihijam, Jharkhand",Jharkhand
2213,"₹ 90,000","20,000 km",2017,Bajaj,Pulsar,"Chhota Ghaghra, Ranchi, Jharkhand",Jharkhand
2214,"₹ 25,000",55 km,2011,Honda,Others,"Lower Chutia, Ranchi, Jharkhand",Jharkhand
2215,"₹ 98,999","31,800 km",2016,Royal Enfield,Bullet,"Mango, Jamshedpur, Jharkhand",Jharkhand
2216,"₹ 25,000",0 km,2021,Other Brands,Others,"Jhounsagari, Deoghar, Jharkhand",Jharkhand
2217,"₹ 27,800","16,299 km",2017,TVS,Apache RTR,"Bhelatonr, Dhanbad, Jharkhand",Jharkhand
2218,"₹ 1,30,000","6,853 km",2016,Royal Enfield,Classic,"Khasmahal, Jamshedpur, Jharkhand",Jharkhand
2219,"₹ 19,000","10,000 km",2010,TVS,Star City Plus,"Amrawati Colony, Ranchi, Jharkhand",Jharkhand
2220,"₹ 27,800","19,400 km",2017,TVS,Apache RTR,"Massanjore, Deoghar, Jharkhand",Jharkhand
2221,"₹ 5,000",0 km,2021,Other Brands,Others,"Kutmu, Lohardaga, Jharkhand",Jharkhand
2222,"₹ 55,000","7,516 km",2017,Suzuki,Gixxer,"Refugee Colony, Ranchi, Jharkhand",Jharkhand
2223,"₹ 45,000","22,000 km",2017,Hero,Glamour,"Kantatoli, Ranchi, Jharkhand",Jharkhand
2224,"₹ 1,08,000","23,000 km",2016,Bajaj,Pulsar,"Baridih, Jamshedpur, Jharkhand",Jharkhand
2225,"₹ 1,50,000","15,000 km",2018,Royal Enfield,Classic,"Railway Colony, Bokaro Steel City, Jharkhand",Jharkhand
2226,"₹ 51,000","28,000 km",2016,Bajaj,Avenger,"Ujaina, Barhi, Jharkhand",Jharkhand
2227,"₹ 69,000","22,000 km",2013,Royal Enfield,Classic,"Lakhna, Madhupur, Jharkhand",Jharkhand
2228,"₹ 1,65,000","4,890 km",2019,Bajaj,Pulsar,"Lower Rajbadi Mohalla, Jharia Khas, Jharkhand",Jharkhand
2229,"₹ 40,000","12,000 km",2019,Hero,Splendor,"Bilasi Town, Deoghar, Jharkhand",Jharkhand
2230,"₹ 1,25,000","15,000 km",2018,KTM,Duke 200,"Sarupdih, Jamshedpur, Jharkhand",Jharkhand
2231,"₹ 55,000","18,700 km",2015,Yamaha,Fazer,"Kadma, Jamshedpur, Jharkhand",Jharkhand
2232,"₹ 90,000","4,405 km",2020,Bajaj,Pulsar,"Nayabagbera, Jamshedpur, Jharkhand",Jharkhand
2233,"₹ 75,000","28,000 km",2013,Honda,CBR,"Sarhul Nagar, Ranchi, Jharkhand",Jharkhand
2234,"₹ 30,000","45,000 km",2012,TVS,Apache RTR,"Sector 12, Bokaro Steel City, Jharkhand",Jharkhand
2235,"₹ 1,10,000","27,000 km",2017,Bajaj,Pulsar,"Bogaichatoli, Ranchi, Jharkhand",Jharkhand
2236,"₹ 48,000","29,774 km",2015,Honda,CB,"Noor Nagar, Ranchi, Jharkhand",Jharkhand
2237,"₹ 1,00,000","22,000 km",2019,Bajaj,Others,"Nimdih, Chaibasa, Jharkhand",Jharkhand
2238,"₹ 90,000","6,000 km",2021,TVS,Apache RTR,"South Office Para, Ranchi, Jharkhand",Jharkhand
2239,"₹ 35,000",263 km,2014,Hero,CBZ,"Beidih, Jamshedpur, Jharkhand",Jharkhand
2240,"₹ 1,60,000","9,000 km",2021,KTM,RC,"Deputy Para, Ranchi, Jharkhand",Jharkhand
2241,"₹ 45,000","20,000 km",2019,TVS,Others,"Sertagarha, Hazaribagh, Jharkhand",Jharkhand
2242,"₹ 1,10,000","4,700 km",2020,Hero,Others,"Chowdi Basti, Ranchi, Jharkhand",Jharkhand
2243,"₹ 2,30,000","4,200 km",2016,Other Brands,Others,"Harmu, Ranchi, Jharkhand",Jharkhand
2244,"₹ 48,000","25,000 km",2017,Hero,Glamour,"Nayatoli, Ranchi, Jharkhand",Jharkhand
2245,"₹ 95,000","23,000 km",2013,Honda,CBR,"Doranda, Ranchi, Jharkhand",Jharkhand
2246,"₹ 40,000","38,000 km",2011,Bajaj,Pulsar,"Sector 9, Bokaro Steel City, Jharkhand",Jharkhand
2247,"₹ 1,05,000","38,000 km",2019,TVS,Apache RTR,"Sarauni, Jharkhand, India",Jharkhand
2248,"₹ 2,95,000","48,000 km",2012,Other Brands,Others,"Basdeopur, Baliari, Jharkhand",Jharkhand
2249,"₹ 32,000","76,000 km",2010,Bajaj,Pulsar,"Jawahar Nagar Colony, Bermo, Jharkhand",Jharkhand
2250,"₹ 45,000","33,000 km",2012,Yamaha,FZ,"Hill View Colony, Jamshedpur, Jharkhand",Jharkhand
2251,"₹ 1,20,000","5,000 km",2021,Bajaj,Pulsar,"Chiyanki, Daltonganj, Jharkhand",Jharkhand
2252,"₹ 60,000","25,000 km",2019,Hero,Glamour,"Hatai Parisar, Sahibganj, Jharkhand",Jharkhand
2253,"₹ 75,000","8,000 km",2021,Hero,Super Splendor,"Shuresh Colony, Hazaribagh, Jharkhand",Jharkhand
2254,"₹ 9,000","6,000 km",2000,Yamaha,Others,"Dimna, Jamshedpur, Jharkhand",Jharkhand
2255,"₹ 1,20,000","18,000 km",2019,Yamaha,SZ,"Hesag, Ranchi, Jharkhand",Jharkhand
2256,"₹ 40,000","35,000 km",2016,TVS,Star City Plus,"Dhohni, Musabani, Jharkhand",Jharkhand
2257,"₹ 82,000","6,000 km",2020,Bajaj,Pulsar,"Narwapahar, AEC Complex, Jharkhand",Jharkhand
2258,"₹ 55,000","43,800 km",2016,Bajaj,Avenger,"Argora, Ranchi, Jharkhand",Jharkhand
2259,"₹ 48,000","50,425 km",2016,Bajaj,Pulsar,"Lal Bangla, Charhi, Jharkhand",Jharkhand
2260,"₹ 2,50,000",800 km,2020,Hero,Splendor,"Gidi, Jharkhand, India",Jharkhand
2261,"₹ 60,000","37,000 km",2018,Bajaj,Pulsar,"Rasda, Patratu, Jharkhand",Jharkhand
2262,"₹ 93,500","5,700 km",2020,Bajaj,Pulsar,"Bank More, Dhanbad, Jharkhand",Jharkhand
2263,"₹ 1,40,000","21,259 km",2015,Royal Enfield,Classic,"Pawatoli Hehal, Ranchi, Jharkhand",Jharkhand
2264,"₹ 19,500","55,000 km",2002,Hero Honda,Super Splendor,"Station Golchhakar, Jamshedpur, Jharkhand",Jharkhand
2265,"₹ 62,000","37,000 km",2017,TVS,Apache RTR,"Lohardagga, Lohardaga, Jharkhand",Jharkhand
2266,"₹ 30,000","58,000 km",2011,Hero,CBZ,"Adityapur, Jamshedpur, Jharkhand",Jharkhand
2267,"₹ 58,000","53,000 km",2019,Bajaj,Pulsar,"Koilari, Irba, Jharkhand",Jharkhand
2268,"₹ 75,000","30,000 km",2014,Royal Enfield,Thunderbird,"Hehal, Ranchi, Jharkhand",Jharkhand
2269,"₹ 45,500","28,200 km",2015,Bajaj,Pulsar,"Imamganj, Deoghar, Jharkhand",Jharkhand
2270,"₹ 50,000","14,000 km",2015,Hero,Others,"Kaiser Colony, Jamshedpur, Jharkhand",Jharkhand
2271,"₹ 68,000","3,500 km",2021,Hero,Splendor,"Upar Kulitola, Jamshedpur, Jharkhand",Jharkhand
2272,"₹ 50,000","16,212 km",2019,Hero,CD Deluxe,"Tin Plate, Jamshedpur, Jharkhand",Jharkhand
2273,"₹ 45,000","45,000 km",2016,Bajaj,Avenger,"Bank More, Dhanbad, Jharkhand",Jharkhand
2274,"₹ 75,000","14,000 km",2020,Bajaj,Pulsar,"Sector 3C, Bokaro Steel City, Jharkhand",Jharkhand
2275,"₹ 30,000","78,000 km",2010,Bajaj,Pulsar,"Prems Colony, Bokaro Steel City, Jharkhand",Jharkhand
2276,"₹ 1,90,000","4,500 km",2018,Other Brands,Others,"Murakati, Jamshedpur, Jharkhand",Jharkhand
2277,"₹ 11,000","31,000 km",2005,Hero Honda,CD 100,"Bank More, Dhanbad, Jharkhand",Jharkhand
2278,"₹ 40,000","61,000 km",2013,Hero,Others,"Jodhadih More, Bokaro Steel City, Jharkhand",Jharkhand
2279,"₹ 40,500","64,500 km",2015,Hero,Glamour,"Bari Cooperative Colony, Bokaro Steel City, Jharkhand",Jharkhand
2280,"₹ 1,50,000","10,000 km",2021,Bajaj,Pulsar,"Raja Bazar, Bokaro Thermal Township, Jharkhand",Jharkhand
2281,"₹ 40,000","29,000 km",2012,Yamaha,SZ,"Morabadi, Ranchi, Jharkhand",Jharkhand
2282,"₹ 55,000","60,000 km",2015,Hero,Passion,"Railway Colony, Bokaro Steel City, Jharkhand",Jharkhand
2283,"₹ 56,000","23,000 km",2020,TVS,Star City Plus,"Jamtara, Isri, Jharkhand",Jharkhand
2284,"₹ 90,000","20,000 km",2019,TVS,Apache RTR,"Rerma, Daltonganj, Jharkhand",Jharkhand
2285,"₹ 55,000","38,700 km",2016,Bajaj,Avenger,"Kasaitola, Daltonganj, Jharkhand",Jharkhand
2286,"₹ 25,000",0 km,2021,Other Brands,Others,"Mahaveer Chowk, Bokaro Steel City, Jharkhand",Jharkhand
2287,"₹ 7,000","10,000 km",2004,Hero,Others,"BH Area, Jamshedpur, Jharkhand",Jharkhand
2288,"₹ 1,50,000","16,240 km",2020,KTM,Duke 200,"Naisarai, Ramgarh Cantonment, Jharkhand",Jharkhand
2289,"₹ 70,000","15,000 km",2020,Bajaj,Pulsar,"Shantiman, Ranchi, Jharkhand",Jharkhand
2290,"₹ 75,000","59,999 km",2016,Yamaha,YZF R,"Kathitand, Ratu, Jharkhand",Jharkhand
2291,"₹ 40,000","50,000 km",2015,Hero,Splendor,"Mantanr, Topchanchi, Jharkhand",Jharkhand
2292,,,,,,,Jharkhand
2293,"₹ 48,000","13,000 km",2019,TVS,Others,"Harmu, Ranchi, Jharkhand",Jharkhand
2294,"₹ 93,000","23,000 km",2017,KTM,Duke 200,"Ramua, Bishnugarh, Jharkhand",Jharkhand
2295,"₹ 1,50,000",38 km,2014,Royal Enfield,Classic,"Gopalpara, Ghatshila, Jharkhand",Jharkhand
2296,"₹ 40,000","62,000 km",2010,Bajaj,Pulsar,"Dakra, Churi, Jharkhand",Jharkhand
2297,"₹ 30,000","13,500 km",2019,Hero,Passion,"Lochanpur, Kodarma, Jharkhand",Jharkhand
